Loan_ID,BAD,LOAN,LOANDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
933052,0,17800,137169,182280,DebtCon,Mgr,12,0,0,241.3753071,0,21,28.84644812
898722,0,17800,13839,171378,CarImp,Mgr,23,0,0,86.7026248,2,21,31.35960953
836364,0,17800,13660,173360,CarImp,Mgr,23,0,0,78.8388988,2,21,30.06279232
909813,0,17800,8642,88369,CarImp,Other,13,0,0,265.022103,0,22,26.48079237
597346,0,17800,36902,57622,CarImp,Other,9,0,0,121.8797027,0,10,19.14211657
626575,0,17800,54003,116434,DebtCon,ProfExe,18,0,0,268.715304,0,19,24.25197176
928576,0,17800,69306,94504,CarImp,ProfExe,7,0,0,85.85082998,0,15,32.2942169
894239,0,17800,56432,157665,DebtCon,ProfExe,20,0,0,238.1668986,0,27,20.07933438
186274,0,17800,44326,79651,DebtCon,ProfExe,4,0,0,246.7969491,3,32,32.50901207
819422,1,17900,70046,135917,DebtCon,Self,1,1,2,138.0110083,0,16,38.2892023
586589,0,17900,37265,53214,DebtCon,ProfExe,2,0,0,259.963831,0,34,39.83150056
631307,0,17900,62697,89848,DebtCon,Office,7,0,0,113.0588969,0,19,24.07219136
811819,0,17900,72501,94488,DebtCon,Office,1,0,0,162.3895619,3,19,29.96118901
370356,0,17900,97335,167384,,Other,,0,,250.4871084,,24,39.15632328
175350,0,17900,63559,81536,CarImp,ProfExe,13,0,3,176.8707685,0,13,26.18976709
604547,0,17900,66823,91680,DebtCon,Mgr,0,0,0,89.43649279,0,18,27.71065729
193174,0,17900,38233,63578,DebtCon,,6,1,0,79.1215828,2,9,26.51883069
38236,0,17900,70444,95860,CarImp,Office,7,,,95.68425477,0,11,38.14282274
710459,1,17900,96450,135822,CarImp,ProfExe,6,0,1,90.3,6,5,
350883,0,17900,102054,143103,DebtCon,Office,5,,,125.858539,2,16,32.84743505
272317,0,17900,56273,111507,CarImp,Office,1,,2,123.0225636,1,23,39.49148711
495953,1,17900,51080,92051,CarImp,Mgr,10,0,0,117.0897854,0,31,42.373233
317925,0,17900,46342,68029,DebtCon,Mgr,26,1,0,279.0070805,1,17,36.07297543
406883,0,17900,110332,130756,DebtCon,Other,2,0,1,288.6555842,1,47,41.9463752
564846,0,17900,68779,98623,DebtCon,Mgr,1,0,0,83.86164124,0,17,26.40566664
581467,1,17900,,31953,CarImp,Other,10,0,1,74.42930759,1,2,29.97560335
920684,0,18000,68000,98898,DebtCon,Office,10,0,0,206.9666667,2,13,
440032,0,18000,49255,61752,DebtCon,Other,8,0,0,122.0619672,3,49,30.03372238
639299,0,18000,62216,85503,DebtCon,Other,3,0,0,307.2507013,2,15,41.43939067
23084,0,18000,97523,130166,DebtCon,Mgr,5,,,247.9728235,3,42,40.59168739
739394,0,18000,63508,94991,DebtCon,Office,1,0,0,155.8847243,0,25,23.58566428
299362,0,18000,65836,100292,CarImp,ProfExe,22,0,0,237.1016319,0,24,36.33819671
262537,0,18000,,53365,DebtCon,Other,,,,340.460801,,17,30.57565003
956954,0,18000,72152,102671,CarImp,ProfExe,7,0,0,84.63934821,0,16,32.88687522
520653,0,18000,88509,112933,DebtCon,ProfExe,4,0,0,150.8023694,1,21,23.20094121
795935,0,18000,84824,115146,DebtCon,Other,21,0,0,293.9804358,0,16,27.09752347
741995,0,18000,23252,50750,DebtCon,ProfExe,16,0,0,180.6,1,20,
106230,0,18000,46865,61266,DebtCon,,5,0,0,102.5946739,2,9,26.35375338
843075,0,18000,105000,172500,DebtCon,Office,6,0,0,219.1666667,4,24,
969473,0,18000,23000,46000,DebtCon,Other,0.2,,,312.5333333,,25,
73527,0,18000,7051,66200,DebtCon,Office,,0,0,250.5666667,0,22,
244231,0,18000,88000,131300,DebtCon,Mgr,14,0,0,179.5666667,2,26,
644130,0,18000,124000,195000,CarImp,ProfExe,13,0,0,202.9,0,22,
284169,0,18000,94554,119000,CarImp,Mgr,1,0,1,308.4666667,1,20,
920904,0,18000,90000,120600,DebtCon,Office,25,0,0,272.9333333,3,17,
12168,0,18000,45000,68500,DebtCon,ProfExe,10,0,0,190.8,1,42,
548295,0,18000,56000,78000,DebtCon,,4,0,0,108.5333333,0,16,
130690,1,18000,62000,160800,CarImp,ProfExe,15,0,0,129.8333333,1,11,
124484,1,18000,12900,21500,CarImp,Office,5,3,0,109.5666667,0,33,
850440,1,18000,57988,86970,DebtCon,Other,16,0,0,165.3333333,2,14,
210351,1,18000,99401,140000,DebtCon,Other,8.9,2,0,150.1,3,20,
733112,1,18000,39005,60000,DebtCon,Other,10,2,0,112.6333333,5,5,
784278,1,18000,47000,69000,DebtCon,Other,6,3,2,110.6333333,2,24,
623687,0,18000,52301,79959,DebtCon,Other,1,,1,290.2806482,0,9,37.16369797
201296,0,18000,55169,114786,CarImp,Office,2,,2,120.1541063,0,24,37.54773286
937654,0,18000,100822,118817,DebtCon,ProfExe,0,0,0,126.4264397,0,30,37.87741107
496220,1,18000,48724,72654,DebtCon,Other,7,0,0,62.08860596,0,4,31.57029892
733035,0,18000,161413,196860,DebtCon,Other,7,0,0,,2,16,30.77816684
791368,0,18000,90275,135792,DebtCon,Mgr,13,0,0,178.661764,1,26,33.33696079
361574,0,18000,74162,89823,DebtCon,Other,0,2,1,121.7614658,1,26,34.02520751
136415,1,18000,114000,147140,DebtCon,Other,5,0,0,122.7333333,2,13,
940657,0,18000,50409,78404,DebtCon,ProfExe,9,0,0,191.2820789,0,42,39.48302397
475240,0,18000,54196,71412,DebtCon,ProfExe,10,0,0,189.8742704,1,42,37.3521051
242744,0,18000,41814,62845,CarImp,Other,27,0,0,244.8818599,0,14,23.53704523
846572,0,18000,,97026,,Other,,0,0,182.5978157,1,9,30.67551037
680135,0,18000,107546,176314,DebtCon,Office,6,0,0,218.0193861,3,23,40.15214366
253252,0,18100,81916,104048,DebtCon,Other,0,0,0,154.4259959,0,18,33.67802577
929967,0,18100,144692,183630,DebtCon,Mgr,11,0,0,256.2054726,0,21,27.38411651
797887,0,18100,53524,102133,CarImp,Other,0,0,3,52.94238739,1,9,40.61679727
686423,0,18100,46145,72200,DebtCon,ProfExe,11,0,0,178.1920777,0,42,40.57402248
656887,1,18100,23590,215548,DebtCon,Mgr,10,7,2,136.5300202,10,41,33.27229752
574630,0,18100,57864,164069,DebtCon,ProfExe,19,0,0,247.545271,0,27,21.46927181
775740,0,18100,71814,89941,DebtCon,Other,10,0,0,83.16781079,3,11,32.28540549
682076,0,18100,62783,86066,DebtCon,Other,0,0,0,293.3585868,2,15,43.6177143
378934,0,18100,89454,119019,DebtCon,Other,13,0,0,127.2461963,1,8,37.52527269
463723,0,18100,112832,182418,DebtCon,Office,8,0,0,230.0721311,3,23,40.29869891
369751,0,18100,95322,119643,CarImp,Mgr,2,0,0,313.6033866,1,20,42.1192853
179574,0,18100,22203,138057,DebtCon,Other,8,0,0,356.9090675,1,10,40.87438208
777070,0,18100,73356,86885,DebtCon,Other,10,0,0,73.74671053,3,12,31.57101889
645680,0,18100,27186,77694,CarImp,Other,,0,0,249.4133616,0,50,43.72793048
766244,0,18100,27239,39723,DebtCon,Mgr,17,0,0,111.5322141,1,16,24.44945281
757470,0,18100,23928,55734,DebtCon,ProfExe,17,0,0,175.8953545,0,19,37.94552227
882879,0,18100,32554,92419,DebtCon,ProfExe,8,0,0,164.9096132,1,20,29.01660998
732988,0,18100,18611,171194,CarImp,Self,5,0,0,313.0379453,0,26,27.19915401
957014,0,18200,50250,72000,DebtCon,Mgr,10,2,0,75.06666667,3,28,
568097,0,18200,93702,158647,CarImp,ProfExe,4,0,1,96.17779327,0,16,34.70993598
506829,0,18200,16386,170310,CarImp,Mgr,23,0,0,73.0072773,2,20,29.80460144
366815,1,18200,67809,89339,DebtCon,Sales,0,3,0,102.4609862,2,19,38.34534078
506483,0,18200,13925,94898,DebtCon,Other,22,0,0,223.901918,2,41,35.99822541
239408,0,18200,34593,56658,DebtCon,Other,15,0,0,126.0480098,1,18,36.92663479
805184,0,18200,49653,159076,DebtCon,ProfExe,20,0,0,231.5497227,0,27,20.41593161
802643,0,18200,94727,136877,DebtCon,Mgr,15,0,0,168.9599682,2,26,36.05643747
904705,1,18200,55406,78682,DebtCon,Other,,0,0,122.7177095,0,39,33.6938313
92291,0,18200,4447,21510,DebtCon,Other,,0,0,67,2,19,
494523,1,18200,139000,171350,DebtCon,Other,0.1,0,1,102.5,7,18,
965859,0,18200,97146,124195,DebtCon,Office,24,0,0,278.3074217,2,17,32.72169498
715764,0,18200,61690,89963,CarImp,ProfExe,15,0,2,157.409679,0,14,27.94667597
749268,0,18200,61554,94510,DebtCon,Office,2,0,0,161.3526933,0,24,23.89655471
631467,0,18200,4927,30198,DebtCon,Other,,0,0,89.59983867,1,19,41.23052688
898416,0,18200,53646,156048,DebtCon,ProfExe,20,0,0,232.2971256,0,27,20.85606753
524788,0,18200,120966,208782,DebtCon,Other,4,0,0,202.5343334,0,17,27.43664604
20472,0,18200,62141,90434,DebtCon,Office,0,0,0,69.41077665,0,22,35.35728724
275359,0,18200,68743,92112,DebtCon,Mgr,0,0,0,95.34376502,0,16,26.69266663
624310,1,18200,95091,113294,DebtCon,ProfExe,15,0,3,188.504617,0,36,78.65438605
240298,0,18200,78077,105522,DebtCon,ProfExe,0,0,0,278.4430216,2,22,38.9396509
838044,0,18200,63852,93356,DebtCon,Other,1,0,0,181.9117699,0,31,33.20940925
28978,0,18200,39109,62371,CarImp,Other,25,0,0,268.1982607,0,13,24.74818103
322667,0,18200,57980,79265,DebtCon,Other,16,0,0,194.0542928,0,20,37.72576061
905330,0,18300,40018,65355,DebtCon,Other,16,1,0,287.9746298,0,21,28.36288297
169672,0,18300,90337,103864,CarImp,ProfExe,3,0,0,118.5345867,0,25,39.72048898
501219,0,18300,109437,114900,DebtCon,Other,1,0,0,138.1718508,1,20,38.33231689
577600,0,18300,55584,95236,,ProfExe,10,0,0,,1,15,24.59063319
38553,0,18300,121001,210685,DebtCon,Other,2,0,0,192.9772854,0,16,26.86050033
475945,0,18300,26982,59552,DebtCon,ProfExe,15,0,0,183.6144149,1,19,36.29961798
839214,0,18300,63351,87645,DebtCon,Other,1,0,0,324.614647,3,15,43.90230255
288672,0,18300,109192,139384,DebtCon,ProfExe,6,0,0,122.8655758,0,14,29.3975931
771218,0,18300,90099,118545,DebtCon,ProfExe,12,0,0,140.5158506,3,18,38.89923169
21108,0,18300,31427,60249,DebtCon,Other,16,0,0,110.5522774,0,18,40.00125599
605762,0,18300,35975,60500,DebtCon,Office,13,0,2,118.6666667,1,22,
879844,1,18300,60100,82506,DebtCon,ProfExe,10,3,1,171.4666667,2,64,
817065,0,18300,73510,95132,DebtCon,Mgr,0,0,0,86.68429575,0,17,25.24404629
673052,0,18300,93728,153093,CarImp,ProfExe,5,0,0,109.3371059,0,16,36.21398749
356318,0,18300,68096,99051,DebtCon,Mgr,1,0,0,85.8431617,0,17,27.63351648
352445,0,18300,68517,97151,CarImp,ProfExe,7,0,0,77.52181884,0,15,32.00405609
868269,0,18300,12169,93564,CarImp,Other,13,0,1,274.4813985,0,23,30.26921818
24219,0,18300,89455,124840,DebtCon,ProfExe,13,,,148.7646605,,24,29.9624015
17678,0,18300,67550,95440,DebtCon,Office,3,0,0,154.1501136,0,25,22.85499926
178302,0,18400,68655,94322,CarImp,ProfExe,8,0,0,76.79470126,0,15,32.74121014
818835,0,18400,89101,118748,DebtCon,ProfExe,7,0,0,153.849763,2,21,21.76282696
504345,0,18400,65519,89276,DebtCon,Other,0,1,2,123.098552,2,26,36.35420324
77667,1,18400,88352,110216,CarImp,Other,1,0,0,376.7236428,3,31,47.83067113
885953,0,18400,94280,122172,DebtCon,Office,23,0,0,280.0488336,2,16,33.36352866
476951,0,18400,63569,95729,CarImp,ProfExe,23,0,0,237.2759487,0,23,38.41536702
339308,0,18400,61049,96397,DebtCon,Office,2,0,0,80.15575717,0,23,35.42557919
870149,0,18400,99902,125249,DebtCon,Office,26,0,0,294.424118,2,16,33.48854738
563608,1,18400,72718,98065,DebtCon,Other,8,0,0,119.0578171,0,19,35.36412843
719898,1,18400,116228,148722,DebtCon,Other,1,0,0,159.1692347,2,25,38.07976182
201898,0,18400,110580,137926,DebtCon,ProfExe,6,0,0,93.43274991,0,13,29.11688772
391539,0,18400,94952,129177,DebtCon,ProfExe,12,,,140.4807035,,24,29.96750585
397584,0,18400,83548,111626,DebtCon,ProfExe,9,0,0,163.8543934,3,17,37.07811779
391749,0,18400,16756,66340,DebtCon,Office,,0,0,239.8448526,0,21,38.6626294
14924,0,18400,40673,60418,CarImp,Other,27,0,0,247.6495789,0,13,24.98029896
960546,0,18400,41730,59750,DebtCon,,6,1,0,109.9614065,1,10,27.91184544
235022,0,18400,48970,69559,DebtCon,ProfExe,20,0,0,178.015833,0,23,39.70798807
304082,0,18400,75491,101745,DebtCon,ProfExe,0,0,0,279.3700507,1,20,38.75029966
258136,1,18400,43188,68876,DebtCon,Other,,0,0,199.000576,6,25,41.00610329
655481,0,18400,62300,95869,DebtCon,Other,2,0,0,172.7591234,1,31,35.18944727
46681,0,18500,57174,91772,CarImp,ProfExe,4,0,0,129.6632166,0,13,28.90447884
848924,0,18500,46555,69186,DebtCon,ProfExe,19,0,0,187.2301325,0,22,38.18814386
181775,0,18500,,94125,,Other,,1,0,178.6456365,0,11,30.93141022
119573,0,18500,26389,85552,DebtCon,ProfExe,7,0,0,152.0406588,1,21,27.35620808
724701,0,18500,14517,95150,CarImp,Other,11,0,0,272.0341024,0,22,27.47858304
905079,0,18500,102472,115719,DebtCon,ProfExe,0,0,0,120.0902646,0,30,34.24344096
664751,0,18500,10934,66367,DebtCon,Sales,1,0,0,326.5673282,0,5,38.15167101
844736,0,18500,14111,71628,DebtCon,Office,,0,0,246.9909305,0,22,39.61154172
231512,0,18500,65165,90805,DebtCon,Office,2,0,0,160.7322651,0,25,25.37204765
776242,0,18500,81938,106187,DebtCon,ProfExe,2,0,0,282.9006093,1,21,40.0388411
547635,0,18500,23618,37539,,Office,1,0,0,199.7237771,0,15,36.9827292
183780,0,18500,67686,95949,CarImp,ProfExe,9,0,0,78.94907069,0,16,31.80824298
584307,0,18500,42683,68000,DebtCon,Office,3,0,0,229.3,0,12,
112751,0,18500,67290,95750,DebtCon,Other,,2,1,237.1,2,14,
281096,0,18500,71000,95000,DebtCon,Mgr,6,0,0,71,7,24,
757383,0,18500,49367,71485,DebtCon,ProfExe,10,0,0,175.3870489,1,42,37.77222165
279245,0,18500,99474,127470,DebtCon,Office,22,0,0,287.0022563,3,16,30.99602763
219767,0,18500,38145,59415,CarImp,Other,25,0,0,241.8973574,0,14,23.87079226
80282,0,18500,90150,122767,DebtCon,ProfExe,12,,,135.5729778,,25,33.46387238
341435,0,18600,72860,90347,DebtCon,Other,0,1,1,104.0404669,2,26,36.02592528
647101,1,18600,73473,105848,CarImp,Mgr,9,0,4,186.7128357,1,14,27.64603658
299217,0,18600,84874,115759,DebtCon,ProfExe,9,0,0,146.0698108,3,18,39.83431993
942082,0,18600,47199,70134,DebtCon,Other,8,0,0,86.55886014,3,15,43.50793855
245634,1,18600,23850,61808,CarImp,Other,12,0,0,46.94616405,0,8,40.8529275
409837,0,18600,60709,89683,DebtCon,Other,1,0,0,316.3138584,2,16,43.75656604
805130,0,18600,58992,86816,DebtCon,,4,0,0,103.5042953,0,16,40.95659824
866690,0,18600,96993,134785,DebtCon,Mgr,14,0,0,173.897513,2,25,33.36326972
131476,0,18600,23792,79716,CarImp,Other,,0,0,238.7898367,0,50,42.12712426
879387,0,18600,14167,71194,DebtCon,Office,,0,0,264.0171241,0,21,40.24690114
229484,0,18600,98200,123662,DebtCon,Office,0,,3,241.6422316,0,29,41.05065735
425416,0,18600,100144,153751,CarImp,ProfExe,4,0,0,93.66217049,0,16,34.89273362
485849,0,18600,20915,40098,,Office,2,0,0,213.4505369,0,16,40.25003373
347212,0,18600,38674,63641,CarImp,Other,23,0,0,245.049372,0,13,25.18098984
676032,0,18600,50167,96312,DebtCon,ProfExe,5,0,0,128.3394339,1,21,36.3773222
653810,0,18600,39783,59196,DebtCon,Other,17,0,0,279.8100665,0,21,29.77480683
653011,0,18600,119741,212530,DebtCon,Other,4,1,0,202.2885776,0,17,27.07376116
391629,0,18600,48711,69611,CarImp,Office,2,0,0,130.2531337,0,17,33.69118802
849184,1,18600,64248,82690,DebtCon,Mgr,0,1,0,89.18900547,0,23,53.84821989
393569,0,18600,49385,70220,DebtCon,ProfExe,6,0,0,229.474919,2,32,30.73139653
31258,0,18600,57300,8000,DebtCon,Other,6,,,68,1,17,
661474,0,18600,132785,155644,DebtCon,Mgr,,0,0,225.7275062,0,20,37.32857399
634415,0,18600,43438,69441,DebtCon,Office,1,0,0,229.2744494,0,11,35.80007142
870330,0,18600,,95085,,Other,,0,0,175.7879949,1,10,32.25091533
199756,0,18600,,20700,DebtCon,ProfExe,6,0,0,104.5333333,1,19,
912636,0,18600,80970,101244,DebtCon,ProfExe,0,0,0,272.882599,2,20,39.80899322
633134,0,18600,15243,172611,CarImp,Mgr,25,0,0,73.44153854,2,21,29.0958828
815306,1,18600,51936,75278,DebtCon,ProfExe,3,0,0,199.8017542,0,21,36.99564584
181925,0,18600,96476,119780,DebtCon,Office,0,,2,264.1531247,0,29,40.80574336
768875,0,18700,37883,64763,CarImp,Other,25,0,0,236.9968365,0,13,23.62120307
824440,0,18700,58498,90135,DebtCon,Office,30,0,0,199.1092723,0,21,33.18223949
925618,0,18700,65458,84639,DebtCon,Other,0,1,2,97.14654403,2,25,33.6906879
279681,1,18700,39441,71345,DebtCon,Other,11,0,4,132.8367575,0,13,27.69164816
616950,0,18700,69954,104510,DebtCon,Office,10,0,0,211.2433112,2,13,33.54985877
412180,0,18700,11886,63762,DebtCon,Sales,0,0,0,315.2604995,0,5,39.67583359
412816,0,18700,47903,63933,CarImp,Office,3,0,0,120.4180419,1,17,32.97759665
23397,0,18700,136790,178135,DebtCon,Mgr,12,0,0,246.9544197,0,21,30.11861356
675042,0,18700,99003,162566,,Other,,1,,252.2637988,,23,39.20903917
899150,0,18700,63990,94035,,ProfExe,9,0,0,,0,14,25.78335659
225913,0,18700,110292,132953,DebtCon,ProfExe,7,0,0,105.4248876,0,14,30.55275232
837726,0,18700,50354,79011,DebtCon,Other,1,,1,290.8270296,1,10,35.13903436
346004,0,18700,68196,89641,DebtCon,Other,0,2,1,112.9760412,1,26,34.41462163
45181,0,18700,93210,109980,DebtCon,ProfExe,7,0,0,145.4859265,2,20,22.49623552
630384,1,18700,70562,91223,DebtCon,Other,27,0,2,112.7103681,4,35,64.2724769
356977,0,18700,66197,83151,CarImp,ProfExe,12,0,2,157.9459818,0,14,29.34948579
793567,0,18700,66891,94454,DebtCon,Office,0,0,0,160.711282,3,20,32.7841935
735055,1,18700,66003,82410,DebtCon,Mgr,0,1,0,85.77380757,1,23,51.5173853
153294,0,18700,45365,71853,DebtCon,Other,7,0,0,98.45648444,3,15,41.38874759
325421,0,18700,59929,89526,DebtCon,Office,0,0,0,64.45472528,0,22,35.08734865
224617,0,18700,87958,114696,DebtCon,Other,20,0,0,301.9122949,0,17,24.41521969
955822,0,18700,118208,130216,DebtCon,,14,0,0,190.9573245,0,17,40.74823463
693614,0,18700,39821,60672,CarImp,Other,26,0,0,243.868763,0,14,23.35928056
733146,0,18800,110098,120662,DebtCon,Other,0,0,0,122.1698211,1,21,39.32231541
662061,0,18800,77025,103322,CarImp,ProfExe,8,0,0,87.1337221,0,15,33.40589684
193323,0,18800,70102,99841,CarImp,ProfExe,10,0,0,68.16857287,0,16,32.85379436
362788,1,18800,67666,167619,CarImp,ProfExe,14,0,0,135.9518082,1,11,47.59052865
943460,0,18800,166737,199303,DebtCon,ProfExe,9,0,0,270.8826875,1,38,25.53212879
366197,1,18800,73396,137076,DebtCon,Office,18,0,1,163.5920452,4,20,40.37537241
884800,0,18800,96272,163250,DebtCon,Mgr,2,0,0,204.4925859,1,19,37.86835539
587613,0,18800,98582,122597,CarImp,Mgr,1,0,0,307.5247903,1,20,39.39416893
476995,0,18800,7739,65181,DebtCon,Sales,0,0,0,315.2308975,0,6,37.98355778
106317,0,18800,66562,90325,DebtCon,Other,0,1,1,112.9032622,2,25,33.16227148
957889,1,18800,63836,87000,DebtCon,Other,8,2,1,110.5666667,2,33,
225402,0,18800,102120,165302,,Other,,0,,274.1129261,,24,40.10502984
757218,0,18800,91731,125902,DebtCon,Office,24,0,0,276.7274249,2,16,32.29430401
688376,0,18800,22782,60590,CarImp,ProfExe,8,0,0,198.8763955,0,13,30.32992999
944155,0,18800,88828,116683,DebtCon,ProfExe,6,0,0,141.841398,1,20,21.67927834
51767,0,18900,127269,203737,CarImp,ProfExe,14,0,0,206.2000368,0,21,36.27285836
474425,0,18900,,49442,DebtCon,Office,2,0,0,76.571848,1,9,38.8759867
40551,0,18900,87081,115165,DebtCon,Other,13,0,0,120.4621862,1,8,34.40037656
946515,0,18900,83474,104133,CarImp,ProfExe,4,0,0,109.9887849,1,24,38.86401954
149950,0,18900,34583,59247,DebtCon,Other,15,0,0,89.34062711,0,17,39.99018836
285725,0,18900,91784,117626,DebtCon,Other,21,0,0,280.1234728,0,16,25.67302186
125723,0,18900,87657,117577,DebtCon,ProfExe,9,0,0,142.4664949,2,19,39.96618165
862823,0,18900,154563,198790,DebtCon,Other,7,0,0,,1,15,29.47261446
290639,1,18900,51075,78045,DebtCon,Office,2,1,5,74.09119603,1,15,42.1982822
287323,0,18900,39727,68477,DebtCon,Office,11,0,2,134.2798423,0,22,40.42119971
62274,1,18900,17800,40798,DebtCon,Office,6,2,0,167.4666667,2,16,
285197,0,18900,68315,98175,CarImp,Mgr,14,0,0,161.3333333,0,28,
170586,0,18900,127559,154545,DebtCon,Mgr,,0,0,216.6695154,0,18,36.9158782
322211,0,18900,55238,112776,DebtCon,ProfExe,16,0,0,251.5493924,0,19,25.7694999
474053,0,18900,123206,205608,DebtCon,Other,4,0,0,201.3023718,0,17,27.52750202
291895,1,18900,,75252,DebtCon,,,,,,,,42.91960497
349633,0,18900,100416,161147,DebtCon,Mgr,1,0,0,216.0970496,1,18,38.46049988
873708,0,18900,44605,65489,DebtCon,ProfExe,15,0,0,189.0084559,0,23,38.57108327
888551,0,18900,69325,102438,DebtCon,Other,,2,1,222.6522749,2,13,43.5240978
388442,1,18900,61429,84990,DebtCon,ProfExe,8,3,1,166.1793992,2,64,40.43670481
747333,0,18900,101289,127485,CarImp,Mgr,0,0,0,319.2508159,0,19,42.72323221
927872,0,18900,52640,113391,DebtCon,ProfExe,16,0,0,257.5237966,0,19,27.7923237
902139,0,18900,103130,120119,DebtCon,Other,7,0,0,292.7517427,1,19,30.68168891
245865,0,18900,64290,87837,DebtCon,Other,2,0,0,309.005458,3,15,42.16835848
911423,0,18900,82537,117610,DebtCon,Mgr,16,0,0,233.8485347,5,30,39.06489297
669866,0,19000,52157,157459,DebtCon,ProfExe,19,0,0,248.7235332,0,28,21.92019846
397794,0,19000,62356,92299,DebtCon,Office,0,0,0,60.29414317,0,23,34.8169595
961799,0,19000,7524,28639,DebtCon,Other,,0,0,60.32825275,1,18,42.35846148
602275,0,19000,43479,78631,DebtCon,Other,1,,1,301.4036915,1,10,38.25309687
583706,0,19000,172108,195892,DebtCon,ProfExe,10,0,0,276.7633406,0,38,24.4756899
577092,0,19000,130291,168187,DebtCon,Office,3,0,0,140.6893429,0,20,24.78815021
503632,0,19000,167104,200184,DebtCon,ProfExe,9,0,0,256.6483436,0,38,23.66867849
519351,0,19000,22236,169461,CarImp,Self,7,0,0,296.0801937,0,27,27.64001806
691547,0,19000,75673,100335,CarImp,ProfExe,8,0,0,93.15954491,0,16,33.51848053
93266,0,19000,107199,132723,DebtCon,ProfExe,7,0,0,91.37193168,0,13,31.44261162
888742,0,19000,57429,86250,DebtCon,Office,5,,,175.5,,16,
295615,0,19000,47400,80000,DebtCon,Other,12,0,0,95.36666667,1,10,
181497,0,19000,43074,75700,,,,,,,,,
932618,0,19000,122000,158000,DebtCon,Office,2,,1,374.0333333,,52,
87292,0,19000,145800,190300,DebtCon,ProfExe,13,,,109.6666667,1,24,
697589,1,19000,42000,64000,DebtCon,Mgr,9,0,0,30.46666667,3,8,
191367,1,19000,64758,119780,DebtCon,ProfExe,19,0,4,349,0,20,
66939,1,19000,46300,72000,DebtCon,ProfExe,5,1,1,215.0333333,6,24,
24176,1,19000,171106,200000,DebtCon,Other,9.8,3,0,153.1666667,0,26,
746331,1,19000,93050,118000,DebtCon,Office,1,0,0,40.56666667,0,10,
950703,0,19000,104176,165086,,Other,,0,,254.7424804,,24,39.61320557
520278,1,19000,105200,130000,CarImp,Self,5,1,0,237.4333333,1,27,
112355,0,19000,165988,217000,DebtCon,Office,13,0,0,214.0333333,1,32,
100754,1,19000,100670,122581,DebtCon,Mgr,10,0,,81.25254742,0,27,41.86363105
817483,1,19000,24658,47027,CarImp,Mgr,19,0,0,159.1052252,4,31,53.54819585
805676,1,19000,15100,23200,CarImp,Other,3.2,1,1,64.9,3,21,
332117,0,19000,105729,172555,DebtCon,Office,6,0,0,216.4390359,4,23,41.04674812
809098,0,19000,42488,65636,DebtCon,Other,7,0,0,90.67644435,3,14,42.22671648
956538,0,19100,51994,66467,DebtCon,Other,7,0,0,100.1818877,3,15,41.15508261
478574,0,19100,31442,57151,DebtCon,Other,16,0,0,100.0326359,1,17,39.90704163
947349,0,19100,105111,176829,DebtCon,Office,6,0,0,211.4003375,4,24,41.41312385
12930,0,19100,46406,64413,DebtCon,Other,16,0,0,285.7252576,0,22,30.77453617
626889,0,19100,129111,197592,CarImp,ProfExe,12,0,0,207.1551738,0,21,36.14177784
469473,0,19100,48730,115967,DebtCon,ProfExe,15,0,0,264.9150843,0,19,25.40820478
60176,0,19100,58453,76731,DebtCon,Other,15,1,0,203.1410764,1,21,36.22872963
798160,0,19100,22094,61820,CarImp,ProfExe,5,0,0,201.1354777,0,13,28.8888762
887011,0,19100,73217,93033,DebtCon,Other,1,2,1,113.6945661,2,26,36.38416382
572421,0,19200,68902,98737,DebtCon,Office,1,0,0,166.8165741,4,19,33.03507598
495851,0,19200,54483,81690,DebtCon,Other,16,0,0,198.7025164,0,21,37.74942653
178682,1,19200,62334,91300,DebtCon,Mgr,8,0,1,92.33333333,4,13,
591936,0,19200,73339,95426,DebtCon,Office,1,0,0,169.9797497,4,19,33.29929576
215434,0,19200,101641,160839,,Other,,1,,260.8349929,,23,37.12360431
793488,0,19200,83591,109772,CarImp,ProfExe,4,0,0,101.498812,1,25,37.07704153
971742,0,19200,96401,115545,DebtCon,ProfExe,7,0,0,128.7145138,1,20,22.18728999
934289,0,19200,153722,199812,DebtCon,ProfExe,13,,,121.9429162,0,24,29.80285908
459859,0,19200,65206,13933,DebtCon,Other,7,,,57.59183135,0,16,42.50243535
295156,0,19200,62215,76573,DebtCon,Other,18,0,0,199.8756458,1,21,36.02366277
359529,0,19200,32417,97000,CarImp,Other,6,0,0,130.8666667,0,15,
565035,0,19200,57728,96552,DebtCon,Office,0,0,0,80.60236311,0,23,37.50810314
630804,0,19200,24430,128837,DebtCon,Other,9,0,0,355.7984124,1,10,41.14774922
332451,0,19200,31307,60202,DebtCon,ProfExe,18,0,0,170.5812991,1,20,35.60054495
800799,1,19300,109000,135000,DebtCon,Office,3,0,0,98.43333333,13,14,
342380,0,19300,83141,112096,DebtCon,Mgr,15,0,0,255.788289,5,31,35.514488
118950,0,19300,84425,119351,DebtCon,Mgr,15,0,0,238.6686971,4,31,38.29827816
216500,0,19300,50554,76140,DebtCon,Mgr,9,2,0,78.27662528,3,27,36.02690437
50424,0,19300,53710,78082,DebtCon,Other,5,,,114.1426962,0,7,36.99134349
